%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
45.0, -1665.2496654092868, -1479.4172620078639, -3047.8615221812156, 1048.8779603097391, 3189.0798436498458, 3385.6634361342713, 200.3163338084619, -4503.854155999918, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810720792E9, 0.0, 2023-11-21 10:00:10.720
46.0, -1667.820116021647, -1478.7243579297494, -3053.6729757395956, 1049.235588221024, 3189.7727477279604, 3385.1493460117995, 199.62342973034737, -4509.732664791663, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810723831E9, 0.0, 2023-11-21 10:00:10.723
47.0, -1655.8172292491472, -1480.6019044639952, -3055.3493565737435, 1054.1306202567364, 3192.879640207248, 3389.7314536251374, 204.58551699942555, -4501.596629809932, 0.004, 0.14200000000000002, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70057881072783E9, 0.0, 2023-11-21 10:00:10.727
48.0, -1650.8774937245244, -1466.1626775458667, -3037.825588920783, 1058.3103964698787, 3200.434529833142, 3394.3582647273856, 210.01699090206517, -4497.148632663326, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 32.0, 4.0, 96.0, 29.0, 208.0, 0.0, 0.0, 0.0, 1.700578810731872E9, 0.0, 2023-11-21 10:00:10.731
49.0, -1660.5781508181276, -1474.9022096278918, -3044.2628913239114, 1053.1024400117922, 3199.7639774994827, 3386.356340212386, 204.02672338804288, -4504.74822577813, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810735871E9, 0.0, 2023-11-21 10:00:10.735
50.0, -1662.6568630524712, -1492.2918668141208, -3061.7643072324167, 1050.174361488147, 3196.813547231382, 3383.316502966464, 201.05394137548703, -4507.922173490783, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810739862E9, 0.0, 2023-11-21 10:00:10.739
51.0, -1649.9387204574014, -1474.0751950830454, -3045.067554124302, 1056.5446086579095, 3202.9602769565913, 3394.380616471841, 214.12971188184167, -4494.220554139681, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810744856E9, 0.0, 2023-11-21 10:00:10.744
52.0, -1652.4868193253064, -1480.221924808255, -3049.537903015364, 1053.30360571189, 3200.3451228553204, 3394.2018025161988, 213.6826769927355, -4494.5111268176, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810748869E9, 0.0, 2023-11-21 10:00:10.748
53.0, -1663.238008408309, -1488.1344423454336, -3053.628272250685, 1047.916835298161, 3192.3431983403207, 3386.713968123671, 201.90330766478868, -4502.468347843689, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810751867E9, 0.0, 2023-11-21 10:00:10.751
54.0, -1657.627720550027, -1472.220000293255, -3047.1239146141907, 1049.727326599041, 3195.271276863966, 3391.452537948196, 201.36686579786132, -4500.993132709638, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810755881E9, 0.0, 2023-11-21 10:00:10.755
55.0, -1649.692851268393, -1465.223904278744, -3051.7507257164393, 1048.721498098552, 3196.232401875544, 3394.2465060051095, 205.50193852209313, -4496.299266374024, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810759892E9, 0.0, 2023-11-21 10:00:10.759
56.0, -1649.9163687129462, -1466.6544159238836, -3047.2356733364672, 1055.851704579795, 3199.6298670327506, 3394.067692049467, 208.05003738999815, -4492.633580283354, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810763893E9, 0.0, 2023-11-21 10:00:10.763
57.0, -1648.1058774120663, -1470.0071775921797, -3050.923711171593, 1053.0353847784263, 3196.6794367646503, 3389.7985088585033, 210.7545984690903, -4488.274990114569, 0.004, 0.14, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810767886E9, 0.0, 2023-11-21 10:00:10.767
58.0, -1651.7045082693708, -1478.2773230406433, -3059.5514845313414, 1041.9042160396834, 3191.6726460066616, 3386.021064045556, 207.6477059898026, -4493.505298317111, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 16.0, 4.0, 96.0, 29.0, 224.0, 0.0, 0.0, 0.0, 1.700578810772847E9, 0.0, 2023-11-21 10:00:10.772
59.0, -1656.890112983002, -1466.8555816239814, -3036.216263320001, 1055.0023382904933, 3201.999151945013, 3393.6206571603607, 207.6700577342579, -4497.662722785798, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810776886E9, 0.0, 2023-11-21 10:00:10.776
60.0, -1656.7112990273595, -1471.124764814945, -3045.067554124302, 1048.2521114649905, 3195.0477594194126, 3390.3349507254306, 203.62439198784733, -4498.780310008563, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810779873E9, 0.0, 2023-11-21 10:00:10.779
61.0, -1658.4547350948735, -1487.4191865228638, -3068.201609635545, 1035.243396192002, 3189.1245471387565, 3390.1784885142433, 205.7701594555568, -4496.701597774219, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810783889E9, 0.0, 2023-11-21 10:00:10.783
62.0, -1641.8026854756697, -1471.1918200483108, -3046.2969000693442, 1050.3084719548788, 3197.77467224296, 3397.420453717763, 210.93341242473275, -4494.086443672949, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810787884E9, 0.0, 2023-11-21 10:00:10.787
63.0, -1649.692851268393, -1476.8244596510483, -3039.9043011551266, 1053.30360571189, 3198.0875966653343, 3396.5934391729165, 206.46306353367135, -4496.902763474317, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810791899E9, 0.0, 2023-11-21 10:00:10.791
64.0, -1656.7560025162702, -1482.8370789095259, -3043.9052634126265, 1050.7108033550744, 3195.137166397234, 3393.061863548978, 202.01506638706525, -4500.344932120434, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810795942E9, 0.0, 2023-11-21 10:00:10.795
65.0, -1658.0300519502225, -1481.7418434312158, -3044.307594812822, 1051.917797555661, 3196.500622809008, 3393.5312501825397, 202.4844530206267, -4506.156385678814, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810801018E9, 0.0, 2023-11-21 10:00:10.801
66.0, -1656.7336507718148, -1480.7136631862716, -3048.0626878813136, 1046.2628062084682, 3195.1148146527785, 3392.9501048267016, 205.4572350331825, -4508.100987446426, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810803961E9, 0.0, 2023-11-21 10:00:10.803
67.0, -1652.0397844362003, -1472.4882212267187, -3046.8109901918165, 1048.4085736761779, 3200.166308899678, 3397.286343251031, 211.58161301393665, -4496.589839051943, 0.002, 0.14, 0.9560000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.700578810806967E9, 0.0, 2023-11-21 10:00:10.806
68.0, -1649.6034442905718, -1472.443517737808, -3039.211397077012, 1055.2482074795018, 3205.910707224692, 3398.806261873992, 213.0344764035316, -4494.667589028787, 0.008, 0.134, 0.9540000000000001, 192.0, 0.0, 64.0, 4.0, 48.0, 29.0, 208.0, 0.0, 0.0, 0.0, 1.700578810811982E9, 0.0, 2023-11-21 10:00:10.811
